business_id,text,category,detected_domain,allowed_domains,is_allowed
M002,Order TV online now,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M002,New arrival: Latest mobile collection,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M002,Looking for outfit? We've got you covered,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M003,New arrival: Latest spa collection,beauty,beauty,"beauty,fashion,sports",1
B004,Looking for health? We've got you covered,health,health,health,1
M007,Amazing vacation! Perfect for flight needs,travel,travel,"entertainment,travel",1
M008,Best skincare ever!,beauty,beauty,"beauty,fashion,health",1
B009,Best rent ever!,real_estate,real_estate,real_estate,1
M001,Just launched our new drive range,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M002,Looking for tablet? We've got you covered,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M008,Shop now for premium fitness at great prices,health,health,"beauty,fashion,health",1
M002,Best organic ever!,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M006,Best tour ever!,travel,travel,"entertainment,travel",1
B005,Order credit online now,finance,finance,finance,1
B001,Amazing dish! Perfect for cuisine needs,food,food,food,1
M003,Looking for outfit? We've got you covered,fashion,fashion,"beauty,fashion,sports",1
B005,Exclusive insurance deals - limited time offer,finance,finance,finance,1
M008,Order care online now,health,health,"beauty,fashion,health",1
B009,Order building online now,real_estate,real_estate,real_estate,1
B009,Looking for building? We've got you covered,real_estate,real_estate,real_estate,1
B005,Shop now for premium banking at great prices,finance,finance,finance,1
M007,Shop now for premium destination at great prices,travel,travel,"entertainment,travel",1
M002,New arrival: Latest team sports collection,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,Best fitness equipment ever!,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B010,Just launched our new streaming range,entertainment,entertainment,entertainment,1
M002,Discover bike and vehicle today,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,Just launched our new tablet range,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B003,Exclusive study deals - limited time offer,education,education,education,1
B005,Just launched our new stock range,finance,finance,finance,1
M007,Order show online now,entertainment,entertainment,"entertainment,travel",1
M003,Best team sports ever!,sports,sports,"beauty,fashion,sports",1
B003,New arrival: Latest study collection,education,education,education,1
M002,Just launched our new gadget range,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B006,Amazing jewelry! Perfect for wear needs,fashion,fashion,fashion,1
B005,Amazing finance! Perfect for money needs,finance,finance,finance,1
M006,Premium movie services available,entertainment,entertainment,"entertainment,travel",1
M002,Premium gadget services available,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B007,New arrival: Latest phone collection,electronics,electronics,electronics,1
M002,Shop now for premium cosmetics at great prices,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B004,Just launched our new pharmacy range,health,health,health,1
B005,New arrival: Latest wealth collection,finance,finance,finance,1
M008,Order skincare online now,beauty,beauty,"beauty,fashion,health",1
B013,Exclusive daily needs deals - limited time offer,grocery,grocery,grocery,1
B004,Just launched our new technology range,tech,tech,health,0
M007,Shop now for premium music at great prices,entertainment,entertainment,"entertainment,travel",1
B011,Order magazine online now,books,books,books,1
B004,Order slot online now,gambling,gambling,health,0
M002,Premium gym services available,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B011,Just launched our new author range,books,books,books,1
B009,New arrival: Latest buy collection,real_estate,real_estate,real_estate,1
B009,Discover buy and rent today,real_estate,real_estate,real_estate,1
M003,Amazing workout! Perfect for gym needs,sports,sports,"beauty,fashion,sports",1
M006,Discover art and media today,entertainment,entertainment,"entertainment,travel",1
B010,Amazing concert! Perfect for art needs,entertainment,entertainment,entertainment,1
B011,Shop now for premium ebook at great prices,books,books,books,1
M002,Order gym online now,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B009,Looking for apartment? We've got you covered,real_estate,real_estate,real_estate,1
B012,Looking for tour? We've got you covered,travel,travel,travel,1
B009,Exclusive rent deals - limited time offer,real_estate,real_estate,real_estate,1
M002,Shop now for premium exercise at great prices,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M006,Exclusive beauty deals - limited time offer,beauty,beauty,"entertainment,travel",0
B009,Premium home services available,real_estate,real_estate,real_estate,1
M001,Just launched our new accessories range,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B001,Premium dining services available,food,food,food,1
M002,Amazing transport! Perfect for auto needs,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,Best trend ever!,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M002,Looking for groceries? We've got you covered,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M005,New arrival: Latest meal collection,food,food,"food,grocery",1
B005,Just launched our new banking range,finance,finance,finance,1
M003,Amazing sports! Perfect for workout needs,sports,sports,"beauty,fashion,sports",1
M003,Looking for gym? We've got you covered,sports,sports,"beauty,fashion,sports",1
M004,Best restaurant ever!,food,food,"food,grocery",1
M004,Exclusive pizza deals - limited time offer,food,food,"food,grocery",1
B008,Exclusive vehicle deals - limited time offer,automotive,automotive,automotive,1
M001,Looking for mobile? We've got you covered,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B007,Premium electronic services available,electronics,electronics,electronics,1
M002,New arrival: Latest wear collection,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B010,Best film ever!,entertainment,entertainment,entertainment,1
M006,Just launched our new streaming range,entertainment,entertainment,"entertainment,travel",1
M002,Premium reading services available,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B009,Order flat online now,real_estate,real_estate,real_estate,1
M008,Premium health services available,health,health,"beauty,fashion,health",1
M006,Discover hotel and travel today,travel,travel,"entertainment,travel",1
B057,Looking for training? We've got you covered,education,education,education,1
M008,Best skincare ever!,beauty,beauty,"beauty,fashion,health",1
B057,Looking for course? We've got you covered,education,education,education,1
M001,Just launched our new TV range,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M003,Discover grooming and haircare today,beauty,beauty,"beauty,fashion,sports",1
B010,New arrival: Latest gaming collection,entertainment,entertainment,entertainment,1
B006,Just launched our new style range,fashion,fashion,fashion,1
M001,Best apparel ever!,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M003,Premium jewelry services available,fashion,fashion,"beauty,fashion,sports",1
B004,Best pharmacy ever!,health,health,health,1
M006,Discover holiday and vacation today,travel,travel,"entertainment,travel",1
M001,Shop now for premium team sports at great prices,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B002,Shop now for premium bike at great prices,automotive,automotive,tech,0
B006,Shop now for premium flight at great prices,travel,travel,fashion,0
B015,Looking for exercise? We've got you covered,sports,sports,sports,1
B005,Just launched our new money range,finance,finance,finance,1
M001,Best app ever!,tech,tech,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M006,Shop now for premium gaming at great prices,entertainment,entertainment,"entertainment,travel",1
M001,Discover motorcycle and vehicle today,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B001,Shop now for premium cooking at great prices,food,food,food,1
B011,Looking for literature? We've got you covered,books,books,books,1
M001,Discover fitness equipment and outdoor today,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B005,Best loan ever!,finance,finance,finance,1
M004,Just launched our new meal range,food,food,"food,grocery",1
B009,Just launched our new building range,real_estate,real_estate,real_estate,1
B015,Amazing fitness equipment! Perfect for gym needs,sports,sports,sports,1
B013,Order fresh online now,grocery,grocery,grocery,1
B008,New arrival: Latest drive collection,automotive,automotive,automotive,1
B009,New arrival: Latest house collection,real_estate,real_estate,real_estate,1
B002,New arrival: Latest machine learning collection,tech,tech,tech,1
M008,Discover wellness and medical today,health,health,"beauty,fashion,health",1
B012,Shop now for premium tourism at great prices,travel,travel,travel,1
M008,New arrival: Latest health collection,health,health,"beauty,fashion,health",1
B014,Amazing fragrance! Perfect for makeup needs,beauty,beauty,beauty,1
M005,Discover supermarket and fresh today,grocery,grocery,"food,grocery",1
B010,Premium movie services available,entertainment,entertainment,entertainment,1
B011,Best ebook ever!,books,books,books,1
M007,Exclusive erotic deals - limited time offer,adult_content,adult_content,"entertainment,travel",0
B011,Premium journal services available,books,books,books,1
B009,Order home online now,real_estate,real_estate,real_estate,1
B010,Looking for performance? We've got you covered,entertainment,entertainment,entertainment,1
M003,Best outdoor ever!,sports,sports,"beauty,fashion,sports",1
M007,Discover destination and vacation today,travel,travel,"entertainment,travel",1
B008,Best motorcycle ever!,automotive,automotive,automotive,1
B011,Exclusive novel deals - limited time offer,books,books,books,1
M002,New arrival: Latest mobile collection,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M002,Shop now for premium style at great prices,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B002,New arrival: Latest coding collection,tech,tech,tech,1
B005,Order credit online now,finance,finance,finance,1
M008,Just launched our new dress range,fashion,fashion,"beauty,fashion,health",1
B008,Premium engine services available,automotive,automotive,automotive,1
B015,Best fitness equipment ever!,sports,sports,sports,1
B009,Discover home and flat today,real_estate,real_estate,real_estate,1
M002,Premium drive services available,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B008,Looking for car? We've got you covered,automotive,automotive,automotive,1
M002,Exclusive engine deals - limited time offer,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B010,Best art ever!,entertainment,entertainment,entertainment,1
M008,Amazing beauty! Perfect for spa needs,beauty,beauty,"beauty,fashion,health",1
M001,Looking for dress? We've got you covered,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M005,Order recipe online now,food,food,"food,grocery",1
M004,Shop now for premium fruits at great prices,grocery,grocery,"food,grocery",1
M008,Just launched our new fashion range,fashion,fashion,"beauty,fashion,health",1
B005,Shop now for premium credit at great prices,finance,finance,finance,1
M001,Best household ever!,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,Exclusive technology deals - limited time offer,tech,tech,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M004,Just launched our new restaurant range,food,food,"food,grocery",1
B003,Best school ever!,education,education,education,1
B015,Looking for team sports? We've got you covered,sports,sports,sports,1
B006,Best restaurant ever!,food,food,fashion,0
B057,Just launched our new study range,education,education,education,1
B010,Exclusive performance deals - limited time offer,entertainment,entertainment,entertainment,1
M001,Premium workout services available,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M005,Order fruits online now,grocery,grocery,"food,grocery",1
B004,Order hospital online now,health,health,health,1
B009,Looking for rent? We've got you covered,real_estate,real_estate,real_estate,1
M004,Premium vegetables services available,grocery,grocery,"food,grocery",1
M002,Exclusive fashion deals - limited time offer,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,Premium publication services available,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B001,Looking for meal? We've got you covered,food,food,food,1
M008,Best cosmetics ever!,beauty,beauty,"beauty,fashion,health",1
M003,Order gym online now,sports,sports,"beauty,fashion,sports",1
M002,Discover laptop and tablet today,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M002,Premium literature services available,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M002,Discover motorcycle and car today,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B013,Exclusive groceries deals - limited time offer,grocery,grocery,grocery,1
B005,Looking for savings? We've got you covered,finance,finance,finance,1
B005,Order credit online now,finance,finance,finance,1
B057,Premium tutorial services available,education,education,education,1
B011,Order publication online now,books,books,books,1
M002,Best journal ever!,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B006,Premium trend services available,fashion,fashion,fashion,1
B005,Amazing credit! Perfect for finance needs,finance,finance,finance,1
M004,Amazing dining! Perfect for meal needs,food,food,"food,grocery",1
B057,Exclusive tutorial deals - limited time offer,education,education,education,1
M001,Best library ever!,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M004,Premium supermarket services available,grocery,grocery,"food,grocery",1
M004,Just launched our new grocery range,food,food,"food,grocery",1
M001,Amazing skincare! Perfect for skincare needs,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M008,Best fashion ever!,fashion,fashion,"beauty,fashion,health",1
M002,Looking for literature? We've got you covered,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M005,Premium pizza services available,food,food,"food,grocery",1
B002,Discover digital and software today,tech,tech,tech,1
M001,Best bike ever!,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,Just launched our new road range,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M007,Discover gaming and media today,entertainment,entertainment,"entertainment,travel",1
B007,New arrival: Latest essentials collection,grocery,grocery,electronics,0
B007,Just launched our new savings range,finance,finance,electronics,0
B015,Exclusive heroin deals - limited time offer,drugs,drugs,sports,0
M001,Amazing ebook! Perfect for magazine needs,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,New arrival: Latest fitness equipment collection,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M007,Order destination online now,travel,travel,"entertainment,travel",1
M001,Looking for clothing? We've got you covered,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M008,Just launched our new dress range,fashion,fashion,"beauty,fashion,health",1
B004,Premium doctor services available,health,health,health,1
B012,Order flight online now,travel,travel,travel,1
B057,Shop now for premium course at great prices,education,education,education,1
B004,Looking for pharmacy? We've got you covered,health,health,health,1
B009,Best apartment ever!,real_estate,real_estate,real_estate,1
M002,Amazing gadget! Perfect for device needs,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B010,Exclusive flat deals - limited time offer,real_estate,real_estate,entertainment,0
B012,Order tourism online now,travel,travel,travel,1
M007,Just launched our new destination range,travel,travel,"entertainment,travel",1
B014,New arrival: Latest salon collection,beauty,beauty,beauty,1
B003,New arrival: Latest learning collection,education,education,education,1
M001,Exclusive skincare deals - limited time offer,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B009,Best apartment ever!,real_estate,real_estate,real_estate,1
M001,Best ebook ever!,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M008,Looking for medical? We've got you covered,health,health,"beauty,fashion,health",1
B009,New arrival: Latest rent collection,real_estate,real_estate,real_estate,1
B007,New arrival: Latest gun collection,weapons,weapons,electronics,0
M001,Just launched our new tablet range,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M006,Discover booking and tour today,travel,travel,"entertainment,travel",1
M001,Discover team sports and gym today,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B007,Best smart ever!,electronics,electronics,electronics,1
B008,Discover transport and transport today,automotive,automotive,automotive,1
B013,Discover bullet and weapon today,weapons,weapons,grocery,0
M002,New arrival: Latest laptop collection,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M006,Just launched our new travel range,travel,travel,"entertainment,travel",1
B002,Shop now for premium digital at great prices,tech,tech,tech,1
M008,Order hospital online now,health,health,"beauty,fashion,health",1
B010,Premium performance services available,entertainment,entertainment,entertainment,1
B005,Just launched our new investment range,finance,finance,finance,1
B009,Discover villa and rent today,real_estate,real_estate,real_estate,1
M002,Looking for apparel? We've got you covered,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B004,Amazing treatment! Perfect for medical needs,health,health,health,1
B004,Shop now for premium hospital at great prices,health,health,health,1
B008,Exclusive transport deals - limited time offer,automotive,automotive,automotive,1
B008,Looking for drive? We've got you covered,automotive,automotive,automotive,1
M008,Order wellness online now,health,health,"beauty,fashion,health",1
B005,Looking for stock? We've got you covered,finance,finance,finance,1
M002,Order workout online now,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B012,Exclusive destination deals - limited time offer,travel,travel,travel,1
M001,Exclusive electronic deals - limited time offer,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M005,New arrival: Latest daily needs collection,grocery,grocery,"food,grocery",1
M001,Premium vehicle services available,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B009,Just launched our new booking range,travel,travel,real_estate,0
B001,Discover dish and eat today,food,food,food,1
B005,Exclusive wealth deals - limited time offer,finance,finance,finance,1
B008,Order slot online now,gambling,gambling,automotive,0
B014,Discover cosmetics and grooming today,beauty,beauty,beauty,1
M002,Just launched our new auto range,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,Premium groceries services available,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M002,Amazing outfit! Perfect for trend needs,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M004,Exclusive grocery deals - limited time offer,food,food,"food,grocery",1
B005,Discover savings and finance today,finance,finance,finance,1
B005,Order erotic online now,adult_content,adult_content,finance,0
B010,Shop now for premium opioid at great prices,drugs,drugs,entertainment,0
M003,Premium fitness equipment services available,sports,sports,"beauty,fashion,sports",1
B005,Amazing banking! Perfect for investment needs,finance,finance,finance,1
B003,Just launched our new teach range,education,education,education,1
B002,Looking for program? We've got you covered,tech,tech,tech,1
M005,Exclusive cooking deals - limited time offer,food,food,"food,grocery",1
M001,New arrival: Latest tablet collection,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M003,Shop now for premium jewelry at great prices,fashion,fashion,"beauty,fashion,sports",1
M001,Shop now for premium fashion at great prices,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B009,Exclusive house deals - limited time offer,real_estate,real_estate,real_estate,1
M001,Best bike ever!,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M004,Discover cooking and grocery today,food,food,"food,grocery",1
M001,New arrival: Latest literature collection,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B008,Just launched our new engine range,automotive,automotive,automotive,1
M003,Shop now for premium outfit at great prices,fashion,fashion,"beauty,fashion,sports",1
B005,Looking for insurance? We've got you covered,finance,finance,finance,1
M007,Amazing resort! Perfect for destination needs,travel,travel,"entertainment,travel",1
M002,Just launched our new fitness equipment range,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,Premium transport services available,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B004,Premium pharmacy services available,health,health,health,1
M004,Exclusive dining deals - limited time offer,food,food,"food,grocery",1
B006,Just launched our new jewelry range,fashion,fashion,fashion,1
M008,New arrival: Latest fragrance collection,beauty,beauty,"beauty,fashion,health",1
M004,Looking for household? We've got you covered,grocery,grocery,"food,grocery",1
M008,Just launched our new fashion range,fashion,fashion,"beauty,fashion,health",1
B008,Exclusive motorcycle deals - limited time offer,automotive,automotive,automotive,1
M001,Order motor online now,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,Best supermarket ever!,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B007,Amazing smart! Perfect for tablet needs,electronics,electronics,electronics,1
B057,Exclusive training deals - limited time offer,education,education,education,1
B001,Exclusive recipe deals - limited time offer,food,food,food,1
B005,New arrival: Latest savings collection,finance,finance,finance,1
M005,Amazing recipe! Perfect for cuisine needs,food,food,"food,grocery",1
M001,Exclusive wear deals - limited time offer,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M008,Just launched our new fitness range,health,health,"beauty,fashion,health",1
M001,Order laptop online now,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B013,Order supermarket online now,grocery,grocery,grocery,1
M001,Premium supermarket services available,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B004,New arrival: Latest hospital collection,health,health,health,1
M007,Amazing flight! Perfect for tour needs,travel,travel,"entertainment,travel",1
M003,Order team sports online now,sports,sports,"beauty,fashion,sports",1
B002,Order code online now,tech,tech,tech,1
M003,Discover style and accessories today,fashion,fashion,"beauty,fashion,sports",1
M007,Premium movie services available,entertainment,entertainment,"entertainment,travel",1
B002,Premium code services available,tech,tech,tech,1
M006,New arrival: Latest tourism collection,travel,travel,"entertainment,travel",1
B005,Order insurance online now,finance,finance,finance,1
M002,Discover smart and smart today,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B009,New arrival: Latest home collection,real_estate,real_estate,real_estate,1
M008,New arrival: Latest health collection,health,health,"beauty,fashion,health",1
M006,Exclusive vacation deals - limited time offer,travel,travel,"entertainment,travel",1
M004,Looking for organic? We've got you covered,grocery,grocery,"food,grocery",1
M003,New arrival: Latest skincare collection,beauty,beauty,"beauty,fashion,sports",1
M004,Discover eat and dining today,food,food,"food,grocery",1
M007,Best media ever!,entertainment,entertainment,"entertainment,travel",1
M001,Discover haircare and haircare today,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B007,Just launched our new laptop range,electronics,electronics,electronics,1
B002,Just launched our new digital range,tech,tech,tech,1
M001,Amazing bike! Perfect for bike needs,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,New arrival: Latest mobile collection,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B005,Just launched our new stock range,finance,finance,finance,1
B005,Looking for credit? We've got you covered,finance,finance,finance,1
B002,Order machine learning online now,tech,tech,tech,1
B057,Best skills ever!,education,education,education,1
B008,Shop now for premium motor at great prices,automotive,automotive,automotive,1
B057,Premium makeup services available,beauty,beauty,education,0
M005,Amazing groceries! Perfect for organic needs,grocery,grocery,"food,grocery",1
M002,Order engine online now,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B015,Just launched our new outdoor range,sports,sports,sports,1
B009,New arrival: Latest house collection,real_estate,real_estate,real_estate,1
M005,Shop now for premium meal at great prices,food,food,"food,grocery",1
M007,Just launched our new resort range,travel,travel,"entertainment,travel",1
B004,Discover doctor and health today,health,health,health,1
B005,Shop now for premium banking at great prices,finance,finance,finance,1
M006,Exclusive illegal substance deals - limited time offer,drugs,drugs,"entertainment,travel",0
M003,Shop now for premium spa at great prices,beauty,beauty,"beauty,fashion,sports",1
M001,Shop now for premium library at great prices,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B007,Looking for TV? We've got you covered,electronics,electronics,electronics,1
M003,Exclusive fashion deals - limited time offer,fashion,fashion,"beauty,fashion,sports",1
M001,Discover code and program today,tech,tech,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M003,Order spa online now,beauty,beauty,"beauty,fashion,sports",1
M006,Order booking online now,travel,travel,"entertainment,travel",1
M006,New arrival: Latest hotel collection,travel,travel,"entertainment,travel",1
M002,Exclusive haircare deals - limited time offer,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M007,Just launched our new hotel range,travel,travel,"entertainment,travel",1
B007,Shop now for premium gadget at great prices,electronics,electronics,electronics,1
B004,Looking for medicine? We've got you covered,health,health,health,1
B007,Just launched our new smart range,electronics,electronics,electronics,1
M007,Best art ever!,entertainment,entertainment,"entertainment,travel",1
B005,Amazing insurance! Perfect for investment needs,finance,finance,finance,1
M005,Looking for learning? We've got you covered,education,education,"food,grocery",0
B009,Best apartment ever!,real_estate,real_estate,real_estate,1
M001,Best motorcycle ever!,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M007,Just launched our new gaming range,entertainment,entertainment,"entertainment,travel",1
B013,Just launched our new illegal substance range,drugs,drugs,grocery,0
M001,Discover publication and journal today,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M003,Amazing outfit! Perfect for style needs,fashion,fashion,"beauty,fashion,sports",1
B009,Best building ever!,real_estate,real_estate,real_estate,1
M001,Amazing motor! Perfect for road needs,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B011,Discover ebook and library today,books,books,books,1
M001,Order code online now,tech,tech,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M006,Shop now for premium holiday at great prices,travel,travel,"entertainment,travel",1
B007,Shop now for premium mobile at great prices,electronics,electronics,electronics,1
M002,Best car ever!,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B006,Discover jewelry and dress today,fashion,fashion,fashion,1
M005,New arrival: Latest household collection,grocery,grocery,"food,grocery",1
M001,Amazing supermarket! Perfect for organic needs,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M003,Order exercise online now,sports,sports,"beauty,fashion,sports",1
M004,Premium restaurant services available,food,food,"food,grocery",1
M001,Premium phone services available,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B002,Exclusive digital deals - limited time offer,tech,tech,tech,1
B001,Looking for eat? We've got you covered,food,food,food,1
B010,Order music online now,entertainment,entertainment,entertainment,1
M006,Discover movie and film today,entertainment,entertainment,"entertainment,travel",1
M001,Premium ebook services available,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M008,Shop now for premium medical at great prices,health,health,"beauty,fashion,health",1
B005,Exclusive investment deals - limited time offer,finance,finance,finance,1
M006,Just launched our new travel range,travel,travel,"entertainment,travel",1
B015,Exclusive exercise deals - limited time offer,sports,sports,sports,1
M003,Discover outdoor and workout today,sports,sports,"beauty,fashion,sports",1
B057,Looking for study? We've got you covered,education,education,education,1
B008,Best motor ever!,automotive,automotive,automotive,1
B004,Exclusive ammo deals - limited time offer,weapons,weapons,health,0
M006,Just launched our new travel range,travel,travel,"entertainment,travel",1
M003,Just launched our new skincare range,beauty,beauty,"beauty,fashion,sports",1
M001,Premium essentials services available,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M008,Order care online now,health,health,"beauty,fashion,health",1
M002,Shop now for premium mature at great prices,adult_content,adult_content,"automotive,beauty,books,electronics,fashion,grocery,sports",0
B009,Order building online now,real_estate,real_estate,real_estate,1
M002,New arrival: Latest makeup collection,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,Exclusive style deals - limited time offer,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M003,New arrival: Latest fashion collection,fashion,fashion,"beauty,fashion,sports",1
B005,Order money online now,finance,finance,finance,1
M002,Order buy online now,real_estate,real_estate,"automotive,beauty,books,electronics,fashion,grocery,sports",0
M007,Discover tour and flight today,travel,travel,"entertainment,travel",1
B002,Shop now for premium AI at great prices,tech,tech,tech,1
B011,Discover journal and library today,books,books,books,1
M007,Shop now for premium film at great prices,entertainment,entertainment,"entertainment,travel",1
B015,Premium fitness equipment services available,sports,sports,sports,1
M003,Looking for salon? We've got you covered,beauty,beauty,"beauty,fashion,sports",1
M005,Exclusive fresh deals - limited time offer,grocery,grocery,"food,grocery",1
B005,Premium investment services available,finance,finance,finance,1
M001,Looking for style? We've got you covered,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,Shop now for premium grooming at great prices,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M008,New arrival: Latest medical collection,health,health,"beauty,fashion,health",1
M005,Discover daily needs and vegetables today,grocery,grocery,"food,grocery",1
M006,Best tourism ever!,travel,travel,"entertainment,travel",1
M004,New arrival: Latest meal collection,food,food,"food,grocery",1
